hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Expenditure quintile 2,HPIQ.SEQ2013,2016/7,2016Q3,expq2,1.3,Grocery food,Grocery food,subgroup,949,-0.6,-1.5
Expenditure quintile 3,HPIQ.SEQ3013,2016/7,2016Q3,expq3,1.3,Grocery food,Grocery food,subgroup,954,-0.7,-1.4
Expenditure quintile 4,HPIQ.SEQ4013,2016/7,2016Q3,expq4,1.3,Grocery food,Grocery food,subgroup,958,-0.7,-1.3
Expenditure quintile 5 (high),HPIQ.SEQ5013,2016/7,2016Q3,expq5,1.3,Grocery food,Grocery food,subgroup,960,-0.7,-1.3
M\u0101ori,HPIQ.SMAO013,2016/7,2016Q3,maori,1.3,Grocery food,Grocery food,subgroup,946,-0.5,-1.1
Superannuitant,HPIQ.SSUP013,2016/7,2016Q3,super,1.3,Grocery food,Grocery food,subgroup,951,-0.7,-1.1
All households,HPIQ.SALL014,2016/7,2016Q3,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1011,0.1,-0.7
Beneficiary,HPIQ.SBEN014,2016/7,2016Q3,benef,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1008,0.1,-0.5
Income quintile 1 (low),HPIQ.SIQ1014,2016/7,2016Q3,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1007,0.4,-0.3
Income quintile 2,HPIQ.SIQ2014,2016/7,2016Q3,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1009,0.1,-0.7
Income quintile 3,HPIQ.SIQ3014,2016/7,2016Q3,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1013,0.2,-0.8
Income quintile 4,HPIQ.SIQ4014,2016/7,2016Q3,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1016,-0.1,-0.5
Income quintile 5 (high),HPIQ.SIQ5014,2016/7,2016Q3,disq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1011,0.2,-0.8
Expenditure quintile 1 (low),HPIQ.SEQ1014,2016/7,2016Q3,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1008,0.3,-0.2
Expenditure quintile 2,HPIQ.SEQ2014,2016/7,2016Q3,expq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1008,0.1,-0.8
Expenditure quintile 3,HPIQ.SEQ3014,2016/7,2016Q3,expq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1009,0.1,-0.9
Expenditure quintile 4,HPIQ.SEQ4014,2016/7,2016Q3,expq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1016,0,-0.8
Expenditure quintile 5 (high),HPIQ.SEQ5014,2016/7,2016Q3,expq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1013,0.1,-0.6
M\u0101ori,HPIQ.SMAO014,2016/7,2016Q3,maori,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1014,0.3,-0.8
Superannuitant,HPIQ.SSUP014,2016/7,2016Q3,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1011,0.3,0.1
All households,HPIQ.SALL015,2016/7,2016Q3,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1043,0.6,2
Beneficiary,HPIQ.SBEN015,2016/7,2016Q3,benef,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1047,0.7,2.1
Income quintile 1 (low),HPIQ.SIQ1015,2016/7,2016Q3,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1043,0.7,2.2
Income quintile 2,HPIQ.SIQ2015,2016/7,2016Q3,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1044,0.7,2.1
Income quintile 3,HPIQ.SIQ3015,2016/7,2016Q3,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1045,0.6,2.1
Income quintile 4,HPIQ.SIQ4015,2016/7,2016Q3,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1044,0.7,2.1
Income quintile 5 (high),HPIQ.SIQ5015,2016/7,2016Q3,disq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1041,0.7,1.9
Expenditure quintile 1 (low),HPIQ.SEQ1015,2016/7,2016Q3,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1042,0.7,2.2
Expenditure quintile 2,HPIQ.SEQ2015,2016/7,2016Q3,expq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1044,0.7,2.1
Expenditure quintile 3,HPIQ.SEQ3015,2016/7,2016Q3,expq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1045,0.7,2.1
Expenditure quintile 4,HPIQ.SEQ4015,2016/7,2016Q3,expq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1044,0.7,2.1
Expenditure quintile 5 (high),HPIQ.SEQ5015,2016/7,2016Q3,expq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1041,0.6,1.9
M\u0101ori,HPIQ.SMAO015,2016/7,2016Q3,maori,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1046,0.7,2.1
Superannuitant,HPIQ.SSUP015,2016/7,2016Q3,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1041,0.7,2.2
All households,HPIQ.SALL02,2016/7,2016Q3,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1094,-0.1,3.1
Beneficiary,HPIQ.SBEN02,2016/7,2016Q3,benef,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1156,-0.1,6
Income quintile 1 (low),HPIQ.SIQ102,2016/7,2016Q3,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1119,-0.2,4.2
Income quintile 2,HPIQ.SIQ202,2016/7,2016Q3,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1111,-0.2,4
Income quintile 3,HPIQ.SIQ302,2016/7,2016Q3,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1087,-0.1,2.7
Income quintile 4,HPIQ.SIQ402,2016/7,2016Q3,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1090,-0.1,3
Income quintile 5 (high),HPIQ.SIQ502,2016/7,2016Q3,disq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1064,-0.1,1.8
Expenditure quintile 1 (low),HPIQ.SEQ102,2016/7,2016Q3,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1140,-0.2,5.3
Expenditure quintile 2,HPIQ.SEQ202,2016/7,2016Q3,expq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1112,-0.1,3.9
Expenditure quintile 3,HPIQ.SEQ302,2016/7,2016Q3,expq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1082,-0.1,2.6
Expenditure quintile 4,HPIQ.SEQ402,2016/7,2016Q3,expq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1085,-0.1,2.7
Expenditure quintile 5 (high),HPIQ.SEQ502,2016/7,2016Q3,expq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1056,0,1.6
M\u0101ori,HPIQ.SMAO02,2016/7,2016Q3,maori,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1144,-0.2,5.5
Superannuitant,HPIQ.SSUP02,2016/7,2016Q3,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1050,-0.2,1.3
All households,HPIQ.SALL021,2016/7,2016Q3,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,1004,-0.2,-1.1
Beneficiary,HPIQ.SBEN021,2016/7,2016Q3,benef,2.1,Alcoholic beverages,Alcohol,subgroup,1011,-0.4,-1.4
Income quintile 1 (low),HPIQ.SIQ1021,2016/7,2016Q3,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,1003,-0.4,-1.5
Income quintile 2,HPIQ.SIQ2021,2016/7,2016Q3,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,1002,-0.4,-1.2
Income quintile 3,HPIQ.SIQ3021,2016/7,2016Q3,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,999,-0.3,-1.4
Income quintile 4,HPIQ.SIQ4021,2016/7,2016Q3,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,1004,-0.1,-0.9
Income quintile 5 (high),HPIQ.SIQ5021,2016/7,2016Q3,disq5,2.1,Alcoholic beverages,Alcohol,subgroup,1005,-0.1,-0.9
Expenditure quintile 1 (low),HPIQ.SEQ1021,2016/7,2016Q3,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,1003,-0.3,-1.1
Expenditure quintile 2,HPIQ.SEQ2021,2016/7,2016Q3,expq2,2.1,Alcoholic beverages,Alcohol,subgroup,1005,-0.3,-1.1
Expenditure quintile 3,HPIQ.SEQ3021,2016/7,2016Q3,expq3,2.1,Alcoholic beverages,Alcohol,subgroup,1004,-0.2,-1.1
Expenditure quintile 4,HPIQ.SEQ4021,2016/7,2016Q3,expq4,2.1,Alcoholic beverages,Alcohol,subgroup,1008,-0.1,-0.7
Expenditure quintile 5 (high),HPIQ.SEQ5021,2016/7,2016Q3,expq5,2.1,Alcoholic beverages,Alcohol,subgroup,1002,-0.1,-0.9
M\u0101ori,HPIQ.SMAO021,2016/7,2016Q3,maori,2.1,Alcoholic beverages,Alcohol,subgroup,1012,-0.4,-0.5
Superannuitant,HPIQ.SSUP021,2016/7,2016Q3,super,2.1,Alcoholic beverages,Alcohol,subgroup,996,-0.3,-1.3
All households,HPIQ.SALL022,2016/7,2016Q3,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1247,0,9.6
Beneficiary,HPIQ.SBEN022,2016/7,2016Q3,benef,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1242,0,9.8
Income quintile 1 (low),HPIQ.SIQ1022,2016/7,2016Q3,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1244,0,9.7
Income quintile 2,HPIQ.SIQ2022,2016/7,2016Q3,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1244,0,9.6
Income quintile 3,HPIQ.SIQ3022,2016/7,2016Q3,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1248,0.1,9.5
Income quintile 4,HPIQ.SIQ4022,2016/7,2016Q3,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1248,0,9.4
Income quintile 5 (high),HPIQ.SIQ5022,2016/7,2016Q3,disq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1253,0,9.2
Expenditure quintile 1 (low),HPIQ.SEQ1022,2016/7,2016Q3,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1244,0,9.7
Expenditure quintile 2,HPIQ.SEQ2022,2016/7,2016Q3,expq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1245,0,9.6
Expenditure quintile 3,HPIQ.SEQ3022,2016/7,2016Q3,expq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1248,0.1,9.6
Expenditure quintile 4,HPIQ.SEQ4022,2016/7,2016Q3,expq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1251,0,9.4
Expenditure quintile 5 (high),HPIQ.SEQ5022,2016/7,2016Q3,expq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1249,0,9.5
M\u0101ori,HPIQ.SMAO022,2016/7,2016Q3,maori,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1245,0,9.7
Superannuitant,HPIQ.SSUP022,2016/7,2016Q3,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1251,0.1,9.4
All households,HPIQ.SALL03,2016/7,2016Q3,allhh,3,Clothing and footwear,Clothing and footwear,group,1008,-0.1,0.5
Beneficiary,HPIQ.SBEN03,2016/7,2016Q3,benef,3,Clothing and footwear,Clothing and footwear,group,1019,0.2,0.4
Income quintile 1 (low),HPIQ.SIQ103,2016/7,2016Q3,disq1,3,Clothing and footwear,Clothing and footwear,group,1012,-0.1,0.7
Income quintile 2,HPIQ.SIQ203,2016/7,2016Q3,disq2,3,Clothing and footwear,Clothing and footwear,group,1021,0.6,1.6
Income quintile 3,HPIQ.SIQ303,2016/7,2016Q3,disq3,3,Clothing and footwear,Clothing and footwear,group,1003,0,0.3
Income quintile 4,HPIQ.SIQ403,2016/7,2016Q3,disq4,3,Clothing and footwear,Clothing and footwear,group,1012,-0.1,0.7
Income quintile 5 (high),HPIQ.SIQ503,2016/7,2016Q3,disq5,3,Clothing and footwear,Clothing and footwear,group,1004,-0.3,0.2
Expenditure quintile 1 (low),HPIQ.SEQ103,2016/7,2016Q3,expq1,3,Clothing and footwear,Clothing and footwear,group,1012,0.2,1
Expenditure quintile 2,HPIQ.SEQ203,2016/7,2016Q3,expq2,3,Clothing and footwear,Clothing and footwear,group,1015,0.4,0.8
Expenditure quintile 3,HPIQ.SEQ303,2016/7,2016Q3,expq3,3,Clothing and footwear,Clothing and footwear,group,1007,0.1,0.8
Expenditure quintile 4,HPIQ.SEQ403,2016/7,2016Q3,expq4,3,Clothing and footwear,Clothing and footwear,group,1007,0.2,0.5
Expenditure quintile 5 (high),HPIQ.SEQ503,2016/7,2016Q3,expq5,3,Clothing and footwear,Clothing and footwear,group,1007,-0.5,0.2
M\u0101ori,HPIQ.SMAO03,2016/7,2016Q3,maori,3,Clothing and footwear,Clothing and footwear,group,1007,-0.2,0.2
Superannuitant,HPIQ.SSUP03,2016/7,2016Q3,super,3,Clothing and footwear,Clothing and footwear,group,1015,0.1,0.8
All households,HPIQ.SALL031,2016/7,2016Q3,allhh,3.1,Clothing,Clothing,subgroup,1012,-0.1,0.4
Beneficiary,HPIQ.SBEN031,2016/7,2016Q3,benef,3.1,Clothing,Clothing,subgroup,1022,0.1,0.5
Income quintile 1 (low),HPIQ.SIQ1031,2016/7,2016Q3,disq1,3.1,Clothing,Clothing,subgroup,1012,-0.3,0.5
Income quintile 2,HPIQ.SIQ2031,2016/7,2016Q3,disq2,3.1,Clothing,Clothing,subgroup,1025,0.5,1.6
Income quintile 3,HPIQ.SIQ3031,2016/7,2016Q3,disq3,3.1,Clothing,Clothing,subgroup,1009,0.2,0.4
Income quintile 4,HPIQ.SIQ4031,2016/7,2016Q3,disq4,3.1,Clothing,Clothing,subgroup,1018,0,0.6
Income quintile 5 (high),HPIQ.SIQ5031,2016/7,2016Q3,disq5,3.1,Clothing,Clothing,subgroup,1008,-0.3,0
Expenditure quintile 1 (low),HPIQ.SEQ1031,2016/7,2016Q3,expq1,3.1,Clothing,Clothing,subgroup,1017,0.2,1.4
Expenditure quintile 2,HPIQ.SEQ2031,2016/7,2016Q3,expq2,3.1,Clothing,Clothing,subgroup,1021,0.3,0.9
Expenditure quintile 3,HPIQ.SEQ3031,2016/7,2016Q3,expq3,3.1,Clothing,Clothing,subgroup,1011,0.1,0.5
Expenditure quintile 4,HPIQ.SEQ4031,2016/7,2016Q3,expq4,3.1,Clothing,Clothing,subgroup,1011,0.4,0.5
Expenditure quintile 5 (high),HPIQ.SEQ5031,2016/7,2016Q3,expq5,3.1,Clothing,Clothing,subgroup,1011,-0.5,0
M\u0101ori,HPIQ.SMAO031,2016/7,2016Q3,maori,3.1,Clothing,Clothing,subgroup,1014,0.1,0.4
Superannuitant,HPIQ.SSUP031,2016/7,2016Q3,super,3.1,Clothing,Clothing,subgroup,1021,0.2,1
All households,HPIQ.SALL032,2016/7,2016Q3,allhh,3.2,Footwear,Footwear,subgroup,987,-0.3,0.7
Beneficiary,HPIQ.SBEN032,2016/7,2016Q3,benef,3.2,Footwear,Footwear,subgroup,988,0.8,-0.3
Income quintile 1 (low),HPIQ.SIQ1032,2016/7,2016Q3,disq1,3.2,Footwear,Footwear,subgroup,1013,0.7,1.7
Income quintile 2,HPIQ.SIQ2032,2016/7,2016Q3,disq2,3.2,Footwear,Footwear,subgroup,994,0.6,1.4
Income quintile 3,HPIQ.SIQ3032,2016/7,2016Q3,disq3,3.2,Footwear,Footwear,subgroup,980,-0.5,0.2
Income quintile 4,HPIQ.SIQ4032,2016/7,2016Q3,disq4,3.2,Footwear,Footwear,subgroup,990,-0.5,0.8
Income quintile 5 (high),HPIQ.SIQ5032,2016/7,2016Q3,disq5,3.2,Footwear,Footwear,subgroup,977,-0.7,0.8
Expenditure quintile 1 (low),HPIQ.SEQ1032,2016/7,2016Q3,expq1,3.2,Footwear,Footwear,subgroup,982,0.3,-1.7
Expenditure quintile 2,HPIQ.SEQ2032,2016/7,2016Q3,expq2,3.2,Footwear,Footwear,subgroup,992,0.6,0.4
Expenditure quintile 3,HPIQ.SEQ3032,2016/7,2016Q3,expq3,3.2,Footwear,Footwear,subgroup,982,-0.6,2
Expenditure quintile 4,HPIQ.SEQ4032,2016/7,2016Q3,expq4,3.2,Footwear,Footwear,subgroup,991,-0.4,0.8
Expenditure quintile 5 (high),HPIQ.SEQ5032,2016/7,2016Q3,expq5,3.2,Footwear,Footwear,subgroup,985,-0.7,0.7
M\u0101ori,HPIQ.SMAO032,2016/7,2016Q3,maori,3.2,Footwear,Footwear,subgroup,974,-1.9,-0.4
Superannuitant,HPIQ.SSUP032,2016/7,2016Q3,super,3.2,Footwear,Footwear,subgroup,982,-0.5,-0.4
All households,HPIQ.SALL04,2016/7,2016Q3,allhh,4,Housing and household utilities,Housing,group,1057,0.9,2.4
Beneficiary,HPIQ.SBEN04,2016/7,2016Q3,benef,4,Housing and household utilities,Housing,group,1048,0.6,2.2
Income quintile 1 (low),HPIQ.SIQ104,2016/7,2016Q3,disq1,4,Housing and household utilities,Housing,group,1054,0.8,2.4
Income quintile 2,HPIQ.SIQ204,2016/7,2016Q3,disq2,4,Housing and household utilities,Housing,group,1056,0.9,2.4
Income quintile 3,HPIQ.SIQ304,2016/7,2016Q3,disq3,4,Housing and household utilities,Housing,group,1057,1,2.5
Income quintile 4,HPIQ.SIQ404,2016/7,2016Q3,disq4,4,Housing and household utilities,Housing,group,1060,1,2.5
Income quintile 5 (high),HPIQ.SIQ504,2016/7,2016Q3,disq5,4,Housing and household utilities,Housing,group,1064,1.1,2.7
Expenditure quintile 1 (low),HPIQ.SEQ104,2016/7,2016Q3,expq1,4,Housing and household utilities,Housing,group,1055,0.9,2.4
Expenditure quintile 2,HPIQ.SEQ204,2016/7,2016Q3,expq2,4,Housing and household utilities,Housing,group,1055,0.8,2.3
Expenditure quintile 3,HPIQ.SEQ304,2016/7,2016Q3,expq3,4,Housing and household utilities,Housing,group,1057,0.9,2.4
Expenditure quintile 4,HPIQ.SEQ404,2016/7,2016Q3,expq4,4,Housing and household utilities,Housing,group,1060,1,2.6
Expenditure quintile 5 (high),HPIQ.SEQ504,2016/7,2016Q3,expq5,4,Housing and household utilities,Housing,group,1061,1,2.6
M\u0101ori,HPIQ.SMAO04,2016/7,2016Q3,maori,4,Housing and household utilities,Housing,group,1050,0.8,2.4
Superannuitant,HPIQ.SSUP04,2016/7,2016Q3,super,4,Housing and household utilities,Housing,group,1067,1.3,2.8
All households,HPIQ.SALL041,2016/7,2016Q3,allhh,4.1,Actual rentals for housing,Rent,subgroup,1049,0.5,2
Beneficiary,HPIQ.SBEN041,2016/7,2016Q3,benef,4.1,Actual rentals for housing,Rent,subgroup,1049,0.5,2.1
Income quintile 1 (low),HPIQ.SIQ1041,2016/7,2016Q3,disq1,4.1,Actual rentals for housing,Rent,subgroup,1051,0.6,2.2
Income quintile 2,HPIQ.SIQ2041,2016/7,2016Q3,disq2,4.1,Actual rentals for housing,Rent,subgroup,1049,0.5,2.1
Income quintile 3,HPIQ.SIQ3041,2016/7,2016Q3,disq3,4.1,Actual rentals for housing,Rent,subgroup,1047,0.4,1.8
Income quintile 4,HPIQ.SIQ4041,2016/7,2016Q3,disq4,4.1,Actual rentals for housing,Rent,subgroup,1050,0.5,2.1
Income quintile 5 (high),HPIQ.SIQ5041,2016/7,2016Q3,disq5,4.1,Actual rentals for housing,Rent,subgroup,1050,0.5,2.1
Expenditure quintile 1 (low),HPIQ.SEQ1041,2016/7,2016Q3,expq1,4.1,Actual rentals for housing,Rent,subgroup,1049,0.5,2.1
Expenditure quintile 2,HPIQ.SEQ2041,2016/7,2016Q3,expq2,4.1,Actual rentals for housing,Rent,subgroup,1049,0.5,2.1
Expenditure quintile 3,HPIQ.SEQ3041,2016/7,2016Q3,expq3,4.1,Actual rentals for housing,Rent,subgroup,1047,0.4,1.8
Expenditure quintile 4,HPIQ.SEQ4041,2016/7,2016Q3,expq4,4.1,Actual rentals for housing,Rent,subgroup,1051,0.5,2.1
Expenditure quintile 5 (high),HPIQ.SEQ5041,2016/7,2016Q3,expq5,4.1,Actual rentals for housing,Rent,subgroup,1050,0.5,2.1
M\u0101ori,HPIQ.SMAO041,2016/7,2016Q3,maori,4.1,Actual rentals for housing,Rent,subgroup,1047,0.5,2.2
Superannuitant,HPIQ.SSUP041,2016/7,2016Q3,super,4.1,Actual rentals for housing,Rent,subgroup,1047,0.5,1.9
All households,HPIQ.SALL043,2016/7,2016Q3,allhh,4.3,Property maintenance,Property maintenance,subgroup,1058,0.7,3
Beneficiary,HPIQ.SBEN043,2016/7,2016Q3,benef,4.3,Property maintenance,Property maintenance,subgroup,1052,0.5,2.8
Income quintile 1 (low),HPIQ.SIQ1043,2016/7,2016Q3,disq1,4.3,Property maintenance,Property maintenance,subgroup,1052,0.5,2.6
Income quintile 2,HPIQ.SIQ2043,2016/7,2016Q3,disq2,4.3,Property maintenance,Property maintenance,subgroup,1057,0.7,2.9
Income quintile 3,HPIQ.SIQ3043,2016/7,2016Q3,disq3,4.3,Property maintenance,Property maintenance,subgroup,1059,0.6,3
Income quintile 4,HPIQ.SIQ4043,2016/7,2016Q3,disq4,4.3,Property maintenance,Property maintenance,subgroup,1065,0.8,3.3
Income quintile 5 (high),HPIQ.SIQ5043,2016/7,2016Q3,disq5,4.3,Property maintenance,Property maintenance,subgroup,1054,0.7,2.9
Expenditure quintile 1 (low),HPIQ.SEQ1043,2016/7,2016Q3,expq1,4.3,Property maintenance,Property maintenance,subgroup,1054,0.6,2.9
Expenditure quintile 2,HPIQ.SEQ2043,2016/7,2016Q3,expq2,4.3,Property maintenance,Property maintenance,subgroup,1055,0.6,2.9
Expenditure quintile 3,HPIQ.SEQ3043,2016/7,2016Q3,expq3,4.3,Property maintenance,Property maintenance,subgroup,1064,0.7,3.2
Expenditure quintile 4,HPIQ.SEQ4043,2016/7,2016Q3,expq4,4.3,Property maintenance,Property maintenance,subgroup,1058,0.6,3
Expenditure quintile 5 (high),HPIQ.SEQ5043,2016/7,2016Q3,expq5,4.3,Property maintenance,Property maintenance,subgroup,1056,0.8,2.9
M\u0101ori,HPIQ.SMAO043,2016/7,2016Q3,maori,4.3,Property maintenance,Property maintenance,subgroup,1070,0.8,3.7
Superannuitant,HPIQ.SSUP043,2016/7,2016Q3,super,4.3,Property maintenance,Property maintenance,subgroup,1057,0.6,2.9
All households,HPIQ.SALL044,2016/7,2016Q3,allhh,4.4,Property rates and related services,Property rates,subgroup,1127,2.8,3.3
Beneficiary,HPIQ.SBEN044,2016/7,2016Q3,benef,4.4,Property rates and related services,Property rates,subgroup,1120,2.8,3.2
Income quintile 1 (low),HPIQ.SIQ1044,2016/7,2016Q3,disq1,4.4,Property rates and related services,Property rates,subgroup,1128,2.8,3.3
Income quintile 2,HPIQ.SIQ2044,2016/7,2016Q3,disq2,4.4,Property rates and related services,Property rates,subgroup,1124,2.8,3.3
Income quintile 3,HPIQ.SIQ3044,2016/7,2016Q3,disq3,4.4,Property rates and related services,Property rates,subgroup,1124,2.8,3.4
Income quintile 4,HPIQ.SIQ4044,2016/7,2016Q3,disq4,4.4,Property rates and related services,Property rates,subgroup,1128,2.8,3.4
Income quintile 5 (high),HPIQ.SIQ5044,2016/7,2016Q3,disq5,4.4,Property rates and related services,Property rates,subgroup,1134,3,3.4
Expenditure quintile 1 (low),HPIQ.SEQ1044,2016/7,2016Q3,expq1,4.4,Property rates and related services,Property rates,subgroup,1127,2.8,3.3
Expenditure quintile 2,HPIQ.SEQ2044,2016/7,2016Q3,expq2,4.4,Property rates and related services,Property rates,subgroup,1124,2.8,3.4
Expenditure quintile 3,HPIQ.SEQ3044,2016/7,2016Q3,expq3,4.4,Property rates and related services,Property rates,subgroup,1124,2.8,3.3
Expenditure quintile 4,HPIQ.SEQ4044,2016/7,2016Q3,expq4,4.4,Property rates and related services,Property rates,subgroup,1129,2.8,3.3
Expenditure quintile 5 (high),HPIQ.SEQ5044,2016/7,2016Q3,expq5,4.4,Property rates and related services,Property rates,subgroup,1131,2.9,3.4
M\u0101ori,HPIQ.SMAO044,2016/7,2016Q3,maori,4.4,Property rates and related services,Property rates,subgroup,1118,2.8,3.3
Superannuitant,HPIQ.SSUP044,2016/7,2016Q3,super,4.4,Property rates and related services,Property rates,subgroup,1125,2.8,3.4
All households,HPIQ.SALL045,2016/7,2016Q3,allhh,4.5,Household energy,Household energy,subgroup,1024,0.5,2.4
Beneficiary,HPIQ.SBEN045,2016/7,2016Q3,benef,4.5,Household energy,Household energy,subgroup,1021,0.4,2.1
Income quintile 1 (low),HPIQ.SIQ1045,2016/7,2016Q3,disq1,4.5,Household energy,Household energy,subgroup,1022,0.4,2.1
Income quintile 2,HPIQ.SIQ2045,2016/7,2016Q3,disq2,4.5,Household energy,Household energy,subgroup,1024,0.4,2.3
Income quintile 3,HPIQ.SIQ3045,2016/7,2016Q3,disq3,4.5,Household energy,Household energy,subgroup,1026,0.5,2.6
Income quintile 4,HPIQ.SIQ4045,2016/7,2016Q3,disq4,4.5,Household energy,Household energy,subgroup,1024,0.4,2.4
Income quintile 5 (high),HPIQ.SIQ5045,2016/7,2016Q3,disq5,4.5,Household energy,Household energy,subgroup,1022,0.4,2.5
Expenditure quintile 1 (low),HPIQ.SEQ1045,2016/7,2016Q3,expq1,4.5,Household energy,Household energy,subgroup,1023,0.4,2.2
Expenditure quintile 2,HPIQ.SEQ2045,2016/7,2016Q3,expq2,4.5,Household energy,Household energy,subgroup,1025,0.4,2.3
Expenditure quintile 3,HPIQ.SEQ3045,2016/7,2016Q3,expq3,4.5,Household energy,Household energy,subgroup,1026,0.5,2.6
Expenditure quintile 4,HPIQ.SEQ4045,2016/7,2016Q3,expq4,4.5,Household energy,Household energy,subgroup,1023,0.4,2.4
Expenditure quintile 5 (high),HPIQ.SEQ5045,2016/7,2016Q3,expq5,4.5,Household energy,Household energy,subgroup,1022,0.4,2.5
M\u0101ori,HPIQ.SMAO045,2016/7,2016Q3,maori,4.5,Household energy,Household energy,subgroup,1023,0.3,2.1
Superannuitant,HPIQ.SSUP045,2016/7,2016Q3,super,4.5,Household energy,Household energy,subgroup,1026,0.4,2.5
All households,HPIQ.SALL05,2016/7,2016Q3,allhh,5,Household contents and services,Contents and services,group,1022,2.3,2.4
Beneficiary,HPIQ.SBEN05,2016/7,2016Q3,benef,5,Household contents and services,Contents and services,group,1000,1.2,0.1
Income quintile 1 (low),HPIQ.SIQ105,2016/7,2016Q3,disq1,5,Household contents and services,Contents and services,group,1001,2.1,1.2
Income quintile 2,HPIQ.SIQ205,2016/7,2016Q3,disq2,5,Household contents and services,Contents and services,group,1034,2.9,2.8
Income quintile 3,HPIQ.SIQ305,2016/7,2016Q3,disq3,5,Household contents and services,Contents and services,group,1018,1.8,2.4
